region,date,et0_fao_evapotranspiration,temperature_2m_mean,temperature_2m_max,temperature_2m_min,wind_speed_10m_max,wind_gusts_10m_max
Vinnytsia,2022-08-12,1.34,19.4,22.6,16.9,16.2,42.5
Vinnytsia,2022-08-13,2.37,20.6,23.8,17.9,17.8,36.4
Vinnytsia,2022-08-14,3.8,21.9,27.1,17.9,19.6,41.4
Vinnytsia,2022-08-15,3.52,22.5,27.1,19.6,21.6,44.3
Vinnytsia,2022-08-16,2.6,20.1,23.5,18.1,15.3,35.3
Vinnytsia,2022-08-17,2.0,19.3,22.0,17.1,11.8,23.4
Vinnytsia,2022-08-18,4.08,21.9,28.8,16.9,15.1,32.0
Vinnytsia,2022-08-19,4.28,22.0,27.2,17.6,14.9,32.4
Vinnytsia,2022-08-20,2.73,19.6,22.6,15.6,9.7,22.7
Vinnytsia,2022-08-21,2.45,20.1,24.4,17.4,18.5,35.6
Vinnytsia,2022-08-22,4.5,22.6,28.9,17.2,14.8,30.2
Vinnytsia,2022-08-23,4.88,23.1,29.1,17.8,15.3,32.0
Vinnytsia,2022-08-24,5.51,23.5,30.4,18.2,15.3,30.6
Vinnytsia,2022-08-25,5.37,22.3,29.7,16.1,15.5,31.3
Vinnytsia,2022-08-26,5.23,22.2,29.3,16.5,15.0,29.2
Vinnytsia,2022-08-27,4.37,21.9,28.6,16.6,10.7,26.6
Vinnytsia,2022-08-28,4.5,22.3,29.8,15.1,10.0,23.4
Vinnytsia,2022-08-29,4.37,22.7,29.8,16.0,15.1,32.8
Vinnytsia,2022-08-30,4.01,21.1,25.8,17.0,14.2,31.0
Vinnytsia,2022-08-31,3.54,18.8,23.4,14.6,15.0,30.6
Vinnytsia,2022-09-01,3.43,16.5,20.9,12.4,12.7,31.3
Vinnytsia,2022-09-02,2.89,15.1,20.0,10.0,13.0,24.8
Vinnytsia,2022-09-03,2.02,13.6,16.5,11.4,17.3,36.4
Vinnytsia,2022-09-04,2.97,14.3,18.8,8.7,10.4,24.5
Vinnytsia,2022-09-05,2.79,13.3,19.0,7.5,18.3,37.1
Vinnytsia,2022-09-06,2.28,10.6,14.9,5.4,13.0,28.4
Vinnytsia,2022-09-07,3.12,12.1,19.5,5.2,10.2,24.8
Vinnytsia,2022-09-08,3.47,15.0,21.1,9.9,12.0,20.9
Vinnytsia,2022-09-09,1.12,12.2,13.7,10.6,21.3,42.5
Vinnytsia,2022-09-10,1.35,15.4,20.3,12.3,24.6,47.9
Vinnytsia,2022-09-11,2.46,14.8,18.8,9.2,17.9,40.7
Vinnytsia,2022-09-12,0.59,10.8,12.7,9.0,16.1,29.2
Vinnytsia,2022-09-13,1.09,11.0,14.0,8.8,20.7,40.0
Vinnytsia,2022-09-14,1.82,13.6,19.3,9.1,24.9,47.5
Vinnytsia,2022-09-15,1.32,16.2,20.4,13.5,15.9,31.7
Vinnytsia,2022-09-16,2.32,16.5,20.1,11.4,15.7,32.4
Vinnytsia,2022-09-17,0.8,13.1,14.6,11.6,10.8,23.0
Vinnytsia,2022-09-18,1.11,11.7,16.5,8.4,41.9,83.9
Vinnytsia,2022-09-19,2.04,10.8,14.5,7.4,23.4,46.8
Vinnytsia,2022-09-20,0.48,8.2,9.8,6.0,15.6,31.3
Vinnytsia,2022-09-21,1.25,9.2,12.6,7.4,16.3,31.7
Vinnytsia,2022-09-22,1.62,9.3,13.7,6.2,12.6,27.4
Vinnytsia,2022-09-23,1.15,8.7,11.4,6.5,15.6,33.8
Vinnytsia,2022-09-24,1.67,8.4,12.3,5.6,18.5,38.2
Vinnytsia,2022-09-25,1.92,10.0,15.6,4.6,12.6,28.4
Vinnytsia,2022-09-26,2.31,13.8,19.2,9.3,11.2,20.9
Vinnytsia,2022-09-27,1.26,12.8,16.9,9.8,7.6,18.4
Vinnytsia,2022-09-28,1.3,11.9,16.8,7.6,14.0,28.4
Vinnytsia,2022-09-29,2.08,13.1,19.8,6.2,16.2,36.4
Vinnytsia,2022-09-30,1.98,15.2,21.6,9.6,10.1,17.6
Vinnytsia,2022-10-01,2.23,16.3,21.6,11.6,13.3,31.7
Vinnytsia,2022-10-02,1.34,12.9,15.6,9.9,32.7,63.4
Vinnytsia,2022-10-03,1.7,10.4,12.9,8.4,25.7,52.2
Vinnytsia,2022-10-04,1.4,9.5,11.8,7.8,23.7,49.3
Vinnytsia,2022-10-05,1.62,10.8,15.1,7.9,17.2,36.0
Vinnytsia,2022-10-06,2.34,13.0,19.5,8.8,13.5,29.2
Vinnytsia,2022-10-07,1.96,12.9,18.0,7.7,12.1,25.9
Vinnytsia,2022-10-08,2.07,10.4,18.0,5.5,9.7,18.7
Vinnytsia,2022-10-09,1.39,9.9,16.8,4.7,20.4,39.6
Vinnytsia,2022-10-10,1.76,8.4,13.6,3.7,16.9,34.6
Vinnytsia,2022-10-11,1.85,7.6,15.2,1.5,9.0,18.4
Vinnytsia,2022-10-12,1.5,9.9,13.9,6.7,12.0,27.0
Vinnytsia,2022-10-13,1.33,8.8,12.9,5.6,9.2,14.4
Vinnytsia,2022-10-14,1.44,8.1,13.7,2.5,12.4,27.7
Vinnytsia,2022-10-15,1.77,7.8,13.7,4.2,13.4,29.2
Vinnytsia,2022-10-16,1.63,6.2,12.8,1.8,11.8,27.0
Vinnytsia,2022-10-17,1.78,7.6,15.6,1.0,10.9,24.8
Vinnytsia,2022-10-18,2.42,10.9,18.6,5.8,14.2,28.1
Vinnytsia,2022-10-19,1.45,10.4,14.1,8.0,20.5,40.7
Vinnytsia,2022-10-20,1.35,5.2,7.6,2.2,29.0,56.2
Vinnytsia,2022-10-21,1.25,3.9,9.5,-1.5,10.3,19.1
Vinnytsia,2022-10-22,1.45,7.5,13.1,3.3,13.5,26.6
Vinnytsia,2022-10-23,0.53,10.1,12.8,7.8,19.6,40.0
Vinnytsia,2022-10-24,0.94,10.8,15.9,7.4,10.8,20.2
Vinnytsia,2022-10-25,0.52,11.7,14.2,9.6,15.0,28.1
Vinnytsia,2022-10-26,0.96,11.5,13.9,8.8,21.1,41.0
Vinnytsia,2022-10-27,0.93,9.2,12.4,6.4,17.8,34.9
Vinnytsia,2022-10-28,1.07,8.7,14.6,3.8,10.4,20.5
Vinnytsia,2022-10-29,1.56,12.0,18.1,7.1,15.4,29.2
Vinnytsia,2022-10-30,1.38,12.6,15.4,9.3,18.6,38.2
Vinnytsia,2022-10-31,1.2,8.3,11.2,4.3,18.8,37.1
Vinnytsia,2022-11-01,1.19,6.0,12.3,0.4,10.1,18.7
Vinnytsia,2022-11-02,0.56,8.9,12.0,4.4,17.3,35.3
Vinnytsia,2022-11-03,0.9,9.6,11.4,5.4,24.0,46.8
Vinnytsia,2022-11-04,0.61,4.7,9.1,1.2,11.8,20.9
Vinnytsia,2022-11-05,0.4,7.9,10.9,4.2,17.1,32.4
Vinnytsia,2022-11-06,0.67,7.6,9.6,6.7,17.3,32.4
Vinnytsia,2022-11-07,0.53,7.7,9.4,6.8,15.7,29.2
Vinnytsia,2022-11-08,0.86,7.8,12.2,3.8,10.5,21.6
Vinnytsia,2022-11-09,0.86,6.3,11.8,2.2,12.7,26.6
Vinnytsia,2022-11-10,0.44,7.1,9.4,4.6,15.1,29.9
Vinnytsia,2022-11-11,0.51,7.6,10.1,2.9,15.2,30.6
Vinnytsia,2022-11-12,0.87,7.2,11.9,1.8,16.6,35.3
Vinnytsia,2022-11-13,0.42,8.5,9.6,7.7,14.7,30.2
Vinnytsia,2022-11-14,0.54,6.2,8.6,3.8,9.4,18.0
Vinnytsia,2022-11-15,0.53,4.8,7.9,1.6,18.3,36.7
Vinnytsia,2022-11-16,0.23,4.6,6.2,2.5,8.4,15.8
Vinnytsia,2022-11-17,0.24,1.2,5.1,-1.5,17.1,33.1
Vinnytsia,2022-11-18,0.28,-1.6,0.6,-2.9,14.1,26.6
Vinnytsia,2022-11-19,0.31,-0.5,1.5,-4.6,19.7,39.2
Vinnytsia,2022-11-20,0.19,-1.8,-0.6,-3.1,12.6,25.6
Vinnytsia,2022-11-21,0.15,-0.7,0.2,-2.0,15.0,28.8
Vinnytsia,2022-11-22,0.42,-1.0,1.1,-2.9,14.0,28.8
Vinnytsia,2022-11-23,0.39,0.2,2.8,-2.0,19.6,36.7
Vinnytsia,2022-11-24,0.27,3.0,4.8,1.7,19.5,37.4
Vinnytsia,2022-11-25,0.19,0.8,1.5,0.1,14.5,27.7
Vinnytsia,2022-11-26,0.24,-0.2,0.8,-0.9,15.0,29.5
Vinnytsia,2022-11-27,0.18,-0.1,1.5,-1.5,11.5,21.6
Vinnytsia,2022-11-28,0.26,0.5,1.8,-0.3,8.2,15.5
Vinnytsia,2022-11-29,0.22,0.6,1.6,-0.3,11.5,22.3
Vinnytsia,2022-11-30,0.26,-0.8,0.2,-2.1,9.8,20.5
Vinnytsia,2022-12-01,0.33,-1.9,-0.2,-2.8,9.2,18.7
Vinnytsia,2022-12-02,0.45,-1.9,0.5,-3.5,9.6,21.6
Vinnytsia,2022-12-03,0.35,-1.3,0.3,-2.2,12.4,23.0
Vinnytsia,2022-12-04,0.49,-3.0,-1.6,-4.1,17.4,34.9
Vinnytsia,2022-12-05,0.51,-4.8,-3.8,-5.8,15.9,32.0
Vinnytsia,2022-12-06,0.41,-4.0,-2.7,-4.9,20.0,38.2
Vinnytsia,2022-12-07,0.21,-1.0,1.8,-2.9,17.6,38.2
Vinnytsia,2022-12-08,0.18,-1.0,-0.2,-2.0,9.7,18.7
Vinnytsia,2022-12-09,0.15,-0.3,1.1,-1.2,9.9,18.4
Vinnytsia,2022-12-10,0.16,2.6,5.2,0.2,19.6,38.2
Vinnytsia,2022-12-11,0.17,5.5,9.6,-0.2,18.9,35.6
Vinnytsia,2022-12-12,0.37,-1.2,0.9,-2.0,14.8,29.9
Vinnytsia,2022-12-13,0.37,-3.0,-1.1,-9.8,15.1,28.8
Vinnytsia,2022-12-14,0.34,-4.2,-2.0,-9.1,18.3,34.6
Vinnytsia,2022-12-15,0.22,0.6,3.0,-2.7,25.8,50.0
Vinnytsia,2022-12-16,0.15,1.8,4.4,0.0,24.8,47.2
Vinnytsia,2022-12-17,0.17,4.2,6.9,-0.9,18.5,36.4
Vinnytsia,2022-12-18,0.47,-3.7,-1.1,-6.9,23.8,46.8
Vinnytsia,2022-12-19,0.36,-6.8,-4.1,-7.5,14.8,31.3
Vinnytsia,2022-12-20,0.64,-3.4,-0.6,-7.4,21.8,41.4
Vinnytsia,2022-12-21,0.53,-0.7,5.0,-3.5,11.8,21.6
Vinnytsia,2022-12-22,0.29,-0.0,3.6,-2.0,9.2,16.2
Vinnytsia,2022-12-23,0.38,0.6,5.0,-2.2,11.2,20.2
Vinnytsia,2022-12-24,0.22,1.4,3.3,-0.2,11.2,20.2
Vinnytsia,2022-12-25,0.16,2.0,3.2,1.0,11.2,22.7
Vinnytsia,2022-12-26,0.18,1.3,2.2,0.4,15.5,29.5
Vinnytsia,2022-12-27,0.3,3.7,6.8,0.7,22.2,44.3
Vinnytsia,2022-12-28,0.53,1.0,3.4,-1.1,17.6,34.6
Vinnytsia,2022-12-29,0.45,-0.4,3.3,-2.8,15.1,27.4
Vinnytsia,2022-12-30,0.43,1.5,6.9,-1.7,10.3,18.7
Vinnytsia,2022-12-31,0.36,2.3,6.8,-1.9,14.8,28.1
Vinnytsia,2023-01-01,0.81,8.7,13.4,4.2,18.1,34.6
Vinnytsia,2023-01-02,0.54,6.9,12.1,3.4,13.6,24.8
Vinnytsia,2023-01-03,0.53,6.4,10.6,3.3,20.3,39.6
Vinnytsia,2023-01-04,0.68,3.2,6.6,-0.9,17.6,36.0
Vinnytsia,2023-01-05,0.6,4.3,8.1,-0.9,22.8,43.9
Vinnytsia,2023-01-06,0.48,2.2,5.8,-1.9,21.3,42.5
Vinnytsia,2023-01-07,0.33,-2.9,-2.2,-3.5,11.8,23.0
Vinnytsia,2023-01-08,0.45,-3.8,-2.5,-5.3,18.3,34.2
Vinnytsia,2023-01-09,0.29,-0.7,2.1,-5.3,26.7,51.1
Vinnytsia,2023-01-10,0.45,-1.3,1.6,-3.2,27.4,52.9
Vinnytsia,2023-01-11,0.55,-4.2,-1.2,-7.1,20.7,38.9
Vinnytsia,2023-01-12,0.3,-5.1,-2.3,-7.2,13.2,23.4
Vinnytsia,2023-01-13,0.28,-2.1,-0.4,-3.8,11.6,23.0
Vinnytsia,2023-01-14,0.23,-0.9,1.1,-1.8,10.1,18.7
Vinnytsia,2023-01-15,0.36,-0.7,3.2,-2.0,18.4,37.4
Vinnytsia,2023-01-16,0.15,0.1,2.5,-1.6,18.8,35.3
Vinnytsia,2023-01-17,0.27,4.3,6.8,2.3,23.6,45.7
Vinnytsia,2023-01-18,0.37,6.1,10.4,1.6,24.9,47.9
Vinnytsia,2023-01-19,0.48,6.0,10.6,0.8,22.5,45.0
Vinnytsia,2023-01-20,0.35,6.5,9.4,3.5,17.2,31.3
Vinnytsia,2023-01-21,0.25,2.8,5.8,0.9,17.1,32.8
Vinnytsia,2023-01-22,0.28,1.7,3.8,-0.9,13.5,27.4
Vinnytsia,2023-01-23,0.26,-0.3,1.1,-1.5,12.7,24.8
Vinnytsia,2023-01-24,0.42,-1.0,0.5,-2.2,12.4,26.3
Vinnytsia,2023-01-25,0.34,-2.7,-1.9,-3.2,8.0,18.0
Vinnytsia,2023-01-26,0.44,-2.1,-0.5,-3.5,13.1,28.1
Vinnytsia,2023-01-27,0.51,-1.8,1.7,-3.2,14.4,27.7
Vinnytsia,2023-01-28,0.53,-2.5,-0.9,-3.2,18.1,36.0
Vinnytsia,2023-01-29,0.54,-2.2,0.2,-4.8,15.6,30.6
Vinnytsia,2023-01-30,0.6,-1.9,1.2,-5.2,18.2,37.1
Vinnytsia,2023-01-31,0.46,-0.2,2.3,-2.0,17.6,34.9
Vinnytsia,2023-02-01,0.48,-0.1,3.1,-1.9,21.2,43.6
Vinnytsia,2023-02-02,0.64,0.4,3.8,-2.1,15.8,33.5
Vinnytsia,2023-02-03,0.53,-0.8,0.8,-2.5,19.6,38.9
Vinnytsia,2023-02-04,0.63,-3.2,0.0,-5.2,16.2,31.7
Vinnytsia,2023-02-05,0.68,-4.0,-1.8,-5.9,20.5,41.4
Vinnytsia,2023-02-06,0.68,-3.3,-2.3,-4.8,19.8,40.0
Vinnytsia,2023-02-07,0.59,-3.1,-0.3,-5.4,16.4,35.3
Vinnytsia,2023-02-08,0.7,-7.1,-1.4,-13.7,12.7,24.5
Vinnytsia,2023-02-09,0.75,-7.6,-0.1,-11.5,12.9,17.3
Vinnytsia,2023-02-10,0.96,-4.6,2.0,-11.9,15.5,33.1
Vinnytsia,2023-02-11,0.9,-0.2,2.8,-4.1,19.6,38.9
Vinnytsia,2023-02-12,0.98,-0.0,1.7,-3.4,21.9,45.0
Vinnytsia,2023-02-13,0.47,-0.8,2.5,-4.1,20.5,41.4
Vinnytsia,2023-02-14,0.75,2.7,5.0,0.4,27.8,55.4
Vinnytsia,2023-02-15,1.04,-0.5,3.5,-3.5,18.1,37.1
Vinnytsia,2023-02-16,1.04,0.6,7.1,-4.6,12.8,26.6
Vinnytsia,2023-02-17,0.54,2.8,4.8,0.6,16.0,32.4
Vinnytsia,2023-02-18,1.35,5.0,7.7,2.2,34.3,68.4
Vinnytsia,2023-02-19,0.87,2.8,5.3,1.0,22.5,43.6
Vinnytsia,2023-02-20,1.07,1.0,4.2,-1.9,27.8,55.1
Vinnytsia,2023-02-21,1.27,5.7,8.6,4.2,35.1,75.2
Vinnytsia,2023-02-22,0.81,1.2,4.2,-0.8,23.2,44.6
Vinnytsia,2023-02-23,1.13,-1.6,1.2,-4.2,14.7,26.6
Vinnytsia,2023-02-24,1.05,1.8,6.4,-2.8,25.7,52.6
Vinnytsia,2023-02-25,1.27,5.0,12.8,1.0,26.5,52.6
Vinnytsia,2023-02-26,0.58,1.5,4.1,-0.3,10.8,21.2
Vinnytsia,2023-02-27,0.47,-0.1,1.6,-2.0,17.1,34.6
Vinnytsia,2023-02-28,1.08,-2.5,2.0,-6.6,9.9,23.0
Vinnytsia,2023-03-01,0.99,-2.0,3.8,-9.1,18.8,38.5
Vinnytsia,2023-03-02,0.64,1.5,4.3,-0.4,11.1,23.4
Vinnytsia,2023-03-03,0.94,1.8,4.7,-0.2,17.2,33.8
Vinnytsia,2023-03-04,1.71,2.6,6.9,0.0,31.2,60.5
Vinnytsia,2023-03-05,1.59,-0.8,2.2,-4.6,19.6,41.4
Vinnytsia,2023-03-06,1.2,0.0,4.2,-3.5,17.3,36.0
Vinnytsia,2023-03-07,1.34,1.5,6.8,-1.9,13.7,29.9
Vinnytsia,2023-03-08,1.36,3.8,10.7,-1.5,23.3,46.1
Vinnytsia,2023-03-09,1.87,8.1,15.2,1.6,23.0,45.0
Vinnytsia,2023-03-10,1.88,7.6,13.2,2.5,20.0,37.8
Vinnytsia,2023-03-11,0.96,7.6,11.1,5.2,19.6,39.2
Vinnytsia,2023-03-12,1.57,1.6,5.4,-0.7,29.3,63.4
Vinnytsia,2023-03-13,1.77,2.3,8.0,-3.2,22.8,45.7
Vinnytsia,2023-03-14,2.97,6.6,12.4,1.8,27.5,54.0
Vinnytsia,2023-03-15,2.37,5.8,11.2,1.5,23.3,44.3
Vinnytsia,2023-03-16,0.81,3.0,5.2,1.3,22.0,44.3
Vinnytsia,2023-03-17,1.56,2.2,6.6,-1.9,22.7,47.2
Vinnytsia,2023-03-18,1.12,4.3,7.2,1.1,13.7,30.2
Vinnytsia,2023-03-19,0.99,4.8,7.7,2.2,7.2,18.4
Vinnytsia,2023-03-20,1.87,5.7,12.3,0.1,12.2,25.2
Vinnytsia,2023-03-21,1.82,7.8,13.9,2.8,10.6,24.1
Vinnytsia,2023-03-22,1.65,7.3,13.4,2.5,9.7,18.7
Vinnytsia,2023-03-23,2.39,9.7,17.4,3.4,16.2,33.5
Vinnytsia,2023-03-24,2.68,12.7,19.2,7.5,15.6,32.8
Vinnytsia,2023-03-25,2.96,13.5,19.6,10.1,18.9,42.1
Vinnytsia,2023-03-26,1.97,9.3,12.7,5.3,17.7,36.0
Vinnytsia,2023-03-27,2.41,8.2,15.0,2.0,22.0,45.0
Vinnytsia,2023-03-28,0.73,2.5,8.9,-1.3,36.7,80.6
Vinnytsia,2023-03-29,1.16,-1.6,1.4,-4.2,27.9,54.0
Vinnytsia,2023-03-30,2.44,2.0,9.4,-4.7,13.7,29.9
Vinnytsia,2023-03-31,0.99,4.9,8.2,2.0,14.8,29.5
Vinnytsia,2023-04-01,1.09,7.6,11.6,4.0,17.0,33.8
Vinnytsia,2023-04-02,0.91,8.6,11.1,5.4,8.2,20.2
Vinnytsia,2023-04-03,0.81,6.3,9.1,2.8,18.4,36.4
Vinnytsia,2023-04-04,0.81,2.0,4.1,0.9,18.1,35.3
Vinnytsia,2023-04-05,0.44,0.8,1.9,-0.2,22.0,44.3
Vinnytsia,2023-04-06,0.91,6.5,10.3,2.3,20.2,43.6
Vinnytsia,2023-04-07,1.37,5.1,9.1,1.4,19.7,40.0
Vinnytsia,2023-04-08,1.6,6.1,11.4,0.6,8.1,14.4
Vinnytsia,2023-04-09,0.87,6.7,10.2,2.0,10.9,24.5
Vinnytsia,2023-04-10,1.72,8.3,12.9,4.9,13.1,28.1
Vinnytsia,2023-04-11,2.48,9.2,15.0,4.8,22.3,43.2
Vinnytsia,2023-04-12,0.98,8.8,11.6,7.0,15.0,29.9
Vinnytsia,2023-04-13,1.3,9.8,13.4,7.8,14.5,31.7
Vinnytsia,2023-04-14,1.58,9.2,12.6,4.9,17.4,32.8
Vinnytsia,2023-04-15,0.77,7.4,10.4,5.5,24.2,47.2
Vinnytsia,2023-04-16,1.53,9.2,13.0,4.2,15.3,31.3
Vinnytsia,2023-04-17,2.57,10.0,14.1,6.8,15.2,31.3
Vinnytsia,2023-04-18,1.13,8.0,10.9,6.4,18.2,35.6
Vinnytsia,2023-04-19,2.23,10.5,15.5,6.6,17.6,35.6
Vinnytsia,2023-04-20,1.38,8.8,10.8,6.7,23.1,45.4
Vinnytsia,2023-04-21,3.08,9.5,14.4,5.1,27.6,53.3
Vinnytsia,2023-04-22,3.04,10.3,17.1,4.3,12.2,27.0
Vinnytsia,2023-04-23,3.43,11.9,17.1,6.2,10.1,20.2
Vinnytsia,2023-04-24,3.36,11.2,16.6,5.1,14.1,31.3
Vinnytsia,2023-04-25,3.58,12.1,17.8,7.2,21.7,45.4
Vinnytsia,2023-04-26,1.38,9.5,14.1,5.1,21.6,41.4
Vinnytsia,2023-04-27,1.49,6.4,8.8,4.7,22.6,44.3
Vinnytsia,2023-04-28,3.32,7.6,12.6,2.5,22.9,46.8
Vinnytsia,2023-04-29,3.66,7.8,14.4,0.4,13.1,30.2
Vinnytsia,2023-04-30,3.44,9.1,15.6,3.2,16.2,34.2
Vinnytsia,2023-05-01,3.88,10.0,15.6,5.4,19.3,40.7
Vinnytsia,2023-05-02,4.59,11.9,20.2,3.5,15.5,32.0
Vinnytsia,2023-05-03,4.29,14.1,21.1,8.9,17.5,37.1
Vinnytsia,2023-05-04,2.53,12.6,16.6,8.4,12.0,26.3
Vinnytsia,2023-05-05,3.21,11.8,16.4,6.4,13.6,29.5
Vinnytsia,2023-05-06,3.57,10.1,15.3,4.9,15.1,29.2
Vinnytsia,2023-05-07,1.68,6.8,8.5,4.7,19.5,37.1
Vinnytsia,2023-05-08,1.96,7.7,10.4,4.9,20.0,40.7
Vinnytsia,2023-05-09,2.91,8.1,12.5,3.0,17.2,37.4
Vinnytsia,2023-05-10,3.1,8.7,14.1,2.7,12.0,28.1
Vinnytsia,2023-05-11,3.15,9.4,15.3,2.6,11.7,26.6
Vinnytsia,2023-05-12,3.73,11.3,18.3,2.8,10.7,19.8
Vinnytsia,2023-05-13,3.62,12.9,19.5,5.6,10.7,27.0
Vinnytsia,2023-05-14,4.44,14.5,21.5,6.6,9.8,17.6
Vinnytsia,2023-05-15,5.48,16.2,22.7,8.4,21.8,44.3
Vinnytsia,2023-05-16,5.11,17.5,22.7,12.4,18.1,33.8
Vinnytsia,2023-05-17,3.82,17.8,22.3,13.2,15.9,36.0
Vinnytsia,2023-05-18,5.03,19.3,24.2,14.1,13.7,29.2
Vinnytsia,2023-05-19,4.7,18.5,23.5,12.2,17.8,37.4
Vinnytsia,2023-05-20,5.25,18.0,23.8,13.0,19.5,40.3
Vinnytsia,2023-05-21,5.25,15.4,20.2,10.4,17.1,37.8
Vinnytsia,2023-05-22,4.45,15.7,22.5,8.6,13.9,31.0
Vinnytsia,2023-05-23,4.98,17.1,22.8,9.6,14.1,28.8
Vinnytsia,2023-05-24,4.55,18.0,24.4,10.9,11.5,24.5
Vinnytsia,2023-05-25,4.87,19.2,24.9,13.0,14.0,31.3
Vinnytsia,2023-05-26,5.16,19.6,25.0,12.8,14.6,31.7
Vinnytsia,2023-05-27,4.56,19.0,23.9,14.8,18.8,45.4
Vinnytsia,2023-05-28,5.43,16.9,21.9,11.6,13.6,30.6
Vinnytsia,2023-05-29,5.29,16.3,22.2,8.9,9.5,23.0
Vinnytsia,2023-05-30,5.61,17.5,24.3,9.5,14.4,31.0
Vinnytsia,2023-05-31,5.33,17.8,23.2,12.2,14.5,32.0
Vinnytsia,2023-06-01,5.54,18.3,25.1,9.2,8.7,22.3
Vinnytsia,2023-06-02,5.3,19.9,27.0,13.4,19.6,41.0
Vinnytsia,2023-06-03,4.68,14.1,17.6,10.6,20.8,43.2
Vinnytsia,2023-06-04,5.07,14.2,20.5,5.9,8.9,22.0
Vinnytsia,2023-06-05,4.55,17.5,23.5,10.1,9.2,18.0
Vinnytsia,2023-06-06,4.59,19.4,24.8,12.9,12.1,24.8
Vinnytsia,2023-06-07,3.77,19.1,22.4,14.5,14.5,30.6
Vinnytsia,2023-06-08,4.8,20.4,25.1,15.6,14.9,33.1
Vinnytsia,2023-06-09,5.21,21.2,27.0,13.8,13.3,29.2
Vinnytsia,2023-06-10,5.23,21.2,27.5,15.1,19.7,42.5
Vinnytsia,2023-06-11,2.57,15.8,18.4,11.6,22.3,45.4
Vinnytsia,2023-06-12,1.83,12.6,15.6,9.9,16.8,36.0
Vinnytsia,2023-06-13,1.99,14.0,16.7,10.5,13.5,28.1
Vinnytsia,2023-06-14,3.26,17.6,22.0,13.3,9.2,22.0
Vinnytsia,2023-06-15,4.7,19.9,25.3,13.3,8.4,21.2
Vinnytsia,2023-06-16,4.49,21.2,26.0,15.2,10.8,25.6
Vinnytsia,2023-06-17,6.08,22.6,27.9,15.7,15.3,30.6
Vinnytsia,2023-06-18,4.91,22.4,28.5,14.2,12.2,21.6
Vinnytsia,2023-06-19,3.52,19.9,25.0,16.8,15.0,27.4
Vinnytsia,2023-06-20,4.59,20.2,26.2,14.6,13.0,31.3
Vinnytsia,2023-06-21,4.13,19.7,24.4,15.3,12.6,28.1
Vinnytsia,2023-06-22,5.02,22.1,27.5,14.5,8.2,19.8
Vinnytsia,2023-06-23,5.27,23.9,29.9,17.0,15.0,31.3
Vinnytsia,2023-06-24,4.86,22.9,29.1,18.5,16.4,35.6
Vinnytsia,2023-06-25,3.98,20.0,24.7,17.0,16.0,33.1
Vinnytsia,2023-06-26,5.02,19.3,23.8,14.7,21.3,46.1
Vinnytsia,2023-06-27,4.04,18.8,25.4,13.6,17.1,36.7
Vinnytsia,2023-06-28,4.68,17.6,21.0,14.9,18.8,43.6
Vinnytsia,2023-06-29,2.67,15.8,19.5,13.2,23.9,52.6
Vinnytsia,2023-06-30,4.47,18.9,23.6,14.5,19.5,43.9
